,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
510,Lead Manufacturing Process Engineer,Lean ManufacturingEquipment MaintenanceGood Manufacturing Practice (GMP)Mechanical Product DesignAutoCAD MechanicalIATF 16949,"['Manufacturing process engineer in the automotive industry', '', 'Process: Ultrasonic Welding and Heat Shrinking operation', '', ""• Defining & organizing the production process in accordance with customer requirements and LEONI's work instructions."", '', '• Conduct research, and consider alternative approaches to improve production process performance by applying Lean Manufacturing & GMP.', '', '• Create specifications (SOW) for manufacturing equipment', '', '• Choose & order equipment for ultrasonic welding and heat shocking, define and order spare parts.', '', '• Constantly waiting meetings with international requests to discussions engineering-related issues and possible improvements (Schunk, Mecalbi, DSG-Canusa, Raychem,..)', '', '• Installation, approval, and requalification of all shocking and welding machines (IQ / OQ / PQ)', '', '• Defining ultrasonic welding parameters, programming weld generators, and approaching weld combinations.', '', '• Coordinating and implementing activities for changes in the ultrasonic welding and heat shocking process in accordance with change management and project management.', '', '• Carry out weekly process audits, and analysis guaranteed data so as to find out possible benefits in the existing process.', '', '• Draw and develop mechanical designs and detailed drawing using SolidWorks software for required mechanical components and assemblies that meet performance and cost targets', '', '• Prepare for and participate in design review meetings with requests.', '', '• Cooperative with the maintenance department to troubleshoot problems and downtime on machines in production.', '', '• Train and guide production staff to ensure adherence to required methods and processes.', '', '• Provide engineering support to the production maintenance team to solve critical/rare problems on equipment.', '', '• Wait and participate in PFMEA, RFMEA & QRQC scheduled meetings.', '', '• Update process documents (work instructions, control instructions).', '', ""• Draw up and update machines' documents (Maintenance Plan, Setup Parameters, Auto Maintenace)""]",Manufacturing process engineer in the automotive industry,unknown,Process: Ultrasonic Welding and Heat Shrinking operation,unknown,• Defining & organizing the production process in accordance with customer requirements and LEONI's work instructions.,unknown,"• Conduct research, and consider alternative approaches to improve production process performance by applying Lean Manufacturing & GMP.",unknown,• Create specifications (SOW) for manufacturing equipment,unknown,0.0
511,FullStack Devlopper ,AngularJSSASSSQLC++HTMLAndroid Development,['Skills: AngularJS · SASS · HTML · Arduino · Node.js ·.NET Framework · Android · Firebase · Express.js · Flutter'],Skills: AngularJS · SASS · HTML · Arduino · Node.js ·.NET Framework · Android · Firebase · Express.js · Flutter,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
512,LES Technical Consultant ,PrototypeLaravelPHPJavaAndroidPython,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
513,PFE Stage Developer Full Stack ,Java SEAngularPL/SQLangularFramework SpringAndroid,"['Development of a web platform for equipment monitoring for the introduction of AI in energy consumption management', 'java/jee, Spring Boot, Hibernate, Spring DATA JPA, Angular PostgreSQL...']",Development of a web platform for equipment monitoring for the introduction of AI in energy consumption management,"java/jee, Spring Boot, Hibernate, Spring DATA JPA, Angular PostgreSQL...",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
514,Lead Software Development Engineer,WordPressJavaScriptReact.jsDesignAnalytical SkillsSQL,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
515,Senior Developer Engineer Odoo,ERPJavaWordPressSQLJava Enterprise EditionProject Management,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
516,Product Manager,Mechanical engineeringMaintenanceDesignSupply chain managementLean ManufacturingLean Six Sigma,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
517,Mechanical design engineer,3D PrintingFinish Element Analysis (FEA)Visual Basic for Applications (VBA)Cost AccountingComputer-Helped Design (CAD)Lean Six Sigma,"['- Study, Design and Development of Industrial Machinery', '- Preparation of technical documents', '- Estimation of costs', '- 3D printing', '- Development and implementation of SW VBA macros']","- Study, Design and Development of Industrial Machinery",- Preparation of technical documents,- Estimation of costs,- 3D printing,- Development and implementation of SW VBA macros,unknown,unknown,unknown,unknown,unknown,0.0
518,Business Analyst,OdooPythonOpen Source SoftwareERPWeb ProgrammingXML,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
519,Capillary Transmission Engineer,VPNCisco TechnologiesVoIPTelecommunicationsTCP/IPIP,"['- Ensure the design, monitoring and dimensioning of the collection network converge.', '- The guarantor of the implementation of the overall architecture of the capillary transmission network for the medium and long term.', '- Participate in the development of the global transmission architecture and the implementation of master plans and strategies,', '- Plan the design, dimensioning and evolution of the Convergent Fixed Mobile and Business (HLD/LLD) transmission network according to the group recommendations', '- Develop a dashboard to track load evolution', '- Develop technical specifications, project planning and estimate qualification factors', '- To set up traffic projections in order to anticipate the necessary actions on the collection and access network to improve the QoS of the capillary transmission network']","- Ensure the design, monitoring and dimensioning of the collection network converge.",- The guarantor of the implementation of the overall architecture of the capillary transmission network for the medium and long term.,"- Participate in the development of the global transmission architecture and the implementation of master plans and strategies,","- Plan the design, dimensioning and evolution of the Convergent Fixed Mobile and Business (HLD/LLD) transmission network according to the group recommendations",- Develop a dashboard to track load evolution,"- Develop technical specifications, project planning and estimate qualification factors",- To set up traffic projections in order to anticipate the necessary actions on the collection and access network to improve the QoS of the capillary transmission network,unknown,unknown,unknown,0.0
520,Project Engineer/Project Engineer,Microsoft OfficeResearchAutomationCNC ProgrammingManagementMicrosoft Excel,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
521,Method Engineer,Design OfficeComputer-assisted design (CAO)SOLIDWORKSCATIAMastercamComputer Digital Control (CNC),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
522,Junior Software Development Engineer,TeamworkInformation technologyContinuous improvementProgrammingInterpersonal skillsunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
523,Technical Manager,JavaScriptMySQLPHPJavaHTMLXML,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
524,DevOps Tech Lead,VirtualizationManagement services ITSystems AdministratorCloud ComputingFirewallsCustomer Relationship Management (CRM),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
525,Industrial engineer,Air conditioningEnvironmental awarenessRenewable energyEngineeringHeating Ventilation Air conditioningEnglish,['Skills : English'],Skills : English,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
526,Chargé d'affaires ,MATLABEngineeringEnglishMicrosoft ExcelIndustrial AutomationAutoCAD,"['-Etude, planning and management of MT and BT electrification works (air and underground) of subdivisions, public lighting networks (Use of software: MSProject, AutoCad and DIALUX). ', '- Follow-up of on-site work in collaboration with the execution team. ', '-Marketing and preparation of offers and quotations for new project. ', '-Study, definition and validation of technical solutions to ensure compliance with the CPS of the project. ', '-Preparation of the situation of the projects: attachments and counts.']","-Etude, planning and management of MT and BT electrification works (air and underground) of subdivisions, public lighting networks (Use of software: MSProject, AutoCad and DIALUX). ",- Follow-up of on-site work in collaboration with the execution team. ,-Marketing and preparation of offers and quotations for new project. ,"-Study, definition and validation of technical solutions to ensure compliance with the CPS of the project. ",-Preparation of the situation of the projects: attachments and counts.,unknown,unknown,unknown,unknown,unknown,0.0
527,Senior software engineer,MySQLProject ManagementProgram ManagementChange ManagementITILBusiness Analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
528,Internship in engineering,unknownunknownunknownunknownunknownunknown,"['My 6-month end-of-study project consists of optimising the implementation of the', 'networks of MLP-type neurons on a FPGA card and exploiting them in the classification', 'breast cancer and treatment of the EEG signal', '']",My 6-month end-of-study project consists of optimising the implementation of the,networks of MLP-type neurons on a FPGA card and exploiting them in the classification,breast cancer and treatment of the EEG signal,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
529,Director of TEK-UP,ManagementMicrosoft OfficeLeadershipMicrosoft ExcelCustomer serviceProject management,"['Director of the Ecole Supérieure Privée des technologies et d\'Ingénierie ""TEK-UP""']","Director of the Ecole Supérieure Privée des technologies et d'Ingénierie ""TEK-UP""",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
530,Associate Consultant #Designthinking #Datasciences # UX,StrategyUser experienceProject managementCustomer journeyBig Data AnalysisAudit,"['As a consultant, I have accompanied the CMO and Directorates-General of SMEs, major groups, ETI and Startup in their digital transformation, creation or evolution of services. ', '', 'Main missions: ', '- Pfizer : Recast of the intranet and design of the collaborative experience;', '- Chullanka: Design of the e-commerce website with thousands of outdoor product references; ', '- Randstad: Impact study of the training period for new employees;', '- Renault Mobility: Design of the experience of the vehicle rental service intermediation platform;', '- Pricetel: Design of a new 100% free telephone service for teenagers: BLU;', '- Onvabosser: Design of the mobile application of the new recruitment service thanks to soft-kills.', '']","As a consultant, I have accompanied the CMO and Directorates-General of SMEs, major groups, ETI and Startup in their digital transformation, creation or evolution of services. ",unknown,Main missions: ,- Pfizer : Recast of the intranet and design of the collaborative experience;,- Chullanka: Design of the e-commerce website with thousands of outdoor product references; ,- Randstad: Impact study of the training period for new employees;,- Renault Mobility: Design of the experience of the vehicle rental service intermediation platform;,- Pricetel: Design of a new 100% free telephone service for teenagers: BLU;,- Onvabosser: Design of the mobile application of the new recruitment service thanks to soft-kills.,unknown,0.0
