,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
652,Consultant data science ,Predictive AnalyticsPredictive ModelingModelingEngineeringMachine LearningStatistical Data Analysis,['unknown'],unknown,,,,,,,,,
653,unknown,SymfonyJavaC++AJAXLaravelunknown,['unknown'],unknown,,,,,,,,,
654,Student,GitProject ManagementEnglishResearchTrainingCommunication,['unknown'],unknown,,,,,,,,,
655,Artificial Intelligence Internal,Machine LearningC (Programming Language)Qt CreatorHTMLPHPJavaScript,['unknown'],unknown,,,,,,,,,
656,Software Developer in the direction of information system Esprit ,springMicroservices architectureMicroservicesSpring BootReact.jsKubernetes,"['-Development of internal projects', '-Full-stack development: ', ' React js', ' Spring microservices architecture']",-Development of internal projects,-Full-stack development: , React js, Spring microservices architecture,,,,,,
657,Student,Object-oriented programming (OOP)C++Cascading Style Sheets (CSS).NET frameworkHTML5Java,['unknown'],unknown,,,,,,,,,
658,Student,Web DevelopmentC (Programming Language)C++Qt CreatormathCommunication,['unknown'],unknown,,,,,,,,,
659,Internal,Artificial Intelligence (AI)CommunicationPython (Programming Language)Big DataMachine LearningC++,['Understanding the manipulation of machine learning algorithms to solve inverse problems using the python language'],Understanding the manipulation of machine learning algorithms to solve inverse problems using the python language,,,,,,,,,
660,Outsystems developer,EngineeringEnglishStrategyProblem SolvingProject Managementunknown,['unknown'],unknown,,,,,,,,,
661,Student,AnsibleOpenStackDockerAWS CloudTrainingKubernetesAmazon EKS,['unknown'],unknown,,,,,,,,,
662,Computer Vision and Full Stack Developer internally,Deep learningMachine learningPythonRJavaStatistics,['unknown'],unknown,,,,,,,,,
663,Trainee,Python (programming language)JavaSymfony FrameworkFramework Spring.NET frameworkBusiness analytics,['Skills : Business analytics · Artificial Intelligence (IA) · Big data · Big Data Analysis'],Skills : Business analytics · Artificial Intelligence (IA) · Big data · Big Data Analysis,,,,,,,,,
664,Internship in engineering,React.jsNode.jsAngularFramework SpringDevOpsSymfony Framework,"['Designing and developing a web application for the donation of property', 'to needy people.', 'Technologies: spring boot, Angular.']",Designing and developing a web application for the donation of property,to needy people.,"Technologies: spring boot, Angular.",,,,,,,
665,Cloud Engineer,Cloud ComputingSoftware DevelopmentAstrophysicsQtSymfony FrameworkAmazon Web Services (AWS),['unknown'],unknown,,,,,,,,,
666,Cloud Engineering Student,Problem Solving.NET FrameworkASP.NETPipelinesDatabase Triggersunknown,['unknown'],unknown,,,,,,,,,
667,Student,Amazon Web ServicesCloud ComputingNestJSAngularSymfonyPHP,['unknown'],unknown,,,,,,,,,
668,Student,ProgrammingNetwork SecurityNetwork ProtocolsCryptographyVirtualizationSIEM,['unknown'],unknown,,,,,,,,,
669,University Teacher,PHPJavaWeb developmentMySQLUbuntuArtificial intelligence,['unknown'],unknown,,,,,,,,,
670,Trainee,Framework SpringJavaScriptC++JavaSymfony FrameworkMySQL,['Development of a web application using Spring Boot and Angular for the management of construction projects.'],Development of a web application using Spring Boot and Angular for the management of construction projects.,,,,,,,,,
671,Data Science Internal,MySQLTransport Layer Security (TLS)Deep LearningGitFlutterData Analysis,['Skills : Transport Layer Security (TLS) · Data Analysis · Python (Programming Language) · Machine Learning'],Skills : Transport Layer Security (TLS) · Data Analysis · Python (Programming Language) · Machine Learning,,,,,,,,,
672,"Developer software engineering (Java/Spring boot, Angular) ",AngularSpring BootDevOpsJenkinsMavenSonarqube,"['Design and development of an employability platform with a personality prediction system.', 'Design of the overall application architecture.', 'Authentication, Security (JWT).', 'Profile management.', 'Management of Candidates.', 'Management of prediction module.', 'Implementation of micro-services.']",Design and development of an employability platform with a personality prediction system.,Design of the overall application architecture.,"Authentication, Security (JWT).",Profile management.,Management of Candidates.,Management of prediction module.,Implementation of micro-services.,,,
673,Student,Spring FrameworkAngularSASSObject-Oriented Programming (OOP)MySQLGit,['unknown'],unknown,,,,,,,,,
674,Data Scientist internally,EngineeringProject managementEnglishAnalytical skillsFinanceR,['unknown'],unknown,,,,,,,,,
675,Student,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
676,Student,Spring BootAnsibleKerasTelecommunicationsGitTensorFlow,['Skills : Spring Boot · Ansible · Keras · Telecommunications · Software Development'],Skills : Spring Boot · Ansible · Keras · Telecommunications · Software Development,,,,,,,,,
677,Trainee,Native reactionAndroidJetpack composesAndroid JetpackSolidarityNext.js,['unknown'],unknown,,,,,,,,,
678,Full-stack Developer,C (Programming Language)web3.jsFull-Stack DevelopmentSoftware DevelopmentRedux.jsTailwind CSS,['Skills : Angular · JavaScript'],Skills : Angular · JavaScript,,,,,,,,,
679,Trainee,SDLC (programming language)C++Qt CreatorOracle SQL DeveloperHTML5,['unknown'],unknown,,,,,,,,,
680,Trainee,Deep learningpythonTensorFlowAngularJSFramework SpringMongoDB,['Skills : Deep learning · python · TensorFlow · AngularJS'],Skills : Deep learning · python · TensorFlow · AngularJS,,,,,,,,,
681,Trainee,webapiASP.NET MVCsaasData WarehouseMicrosoft SQL ServerJSON Web Token (JWT),"['Development of a web application to display statistics data of the company ', '  * Create a window application with scheduler task in window to daily update the database ', '  * Implementation authentication in.NET microservices and web applications', '  * Use Telerik Kendo UI to display statistics of Contacts ', 'Keyword :.NET, Asp.net MVC, SAAS,C#, WebAPI, Html, CSS, Bootstrap, Data Warehouse, ', 'SQL Server, Dashboard, Telerik Kendo UI, JSON Web Token,Microservices.']",Development of a web application to display statistics data of the company ,  * Create a window application with scheduler task in window to daily update the database ,  * Implementation authentication in.NET microservices and web applications,  * Use Telerik Kendo UI to display statistics of Contacts ,"Keyword :.NET, Asp.net MVC, SAAS,C#, WebAPI, Html, CSS, Bootstrap, Data Warehouse, ","SQL Server, Dashboard, Telerik Kendo UI, JSON Web Token,Microservices.",,,,
682,Computer technologist,unknownunknownunknownunknownunknownunknown,"['JavaEE Teacher & Framework Spring ', 'Teacher Continuous Integration CI, DevOps', 'Head of Internships (RS) [Option: Software Engineering Ex:INFOB]', 'Spring alternance trainer, Continuous integration CI - Vermeg', 'Coach Angular - Integration and Development Projects ESPRIT']",JavaEE Teacher & Framework Spring ,"Teacher Continuous Integration CI, DevOps",Head of Internships (RS) [Option: Software Engineering Ex:INFOB],"Spring alternance trainer, Continuous integration CI - Vermeg",Coach Angular - Integration and Development Projects ESPRIT,,,,,
683,Trainee,Web developmentASP.NET MVCSpring BootSymfonyNative reactionProject management,['unknown'],unknown,,,,,,,,,
684,Graduate Student,LaTeXRLinuxApache SparkHadoopAdaptability,['Skills: R · Linux · Adaptability · Data analysis · Deep learning · Data structure · Automatic learning · Time management · Git · Algorithms · Microsoft Office · Teamwork · French'],Skills: R · Linux · Adaptability · Data analysis · Deep learning · Data structure · Automatic learning · Time management · Git · Algorithms · Microsoft Office · Teamwork · French,,,,,,,,,
685,Looking for a PFE internship,EngineeringCommunicationunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
686,unknown,ListEnglishTeam SpiritEnglishC (Programming Language)Java,['unknown'],unknown,,,,,,,,,
687,Software Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
688,Data Science Internal,Data analyticsData visualizationScoreboardData scienceSoftware developmentDecision-making informatics,['Competencies : C#'],Competencies : C#,,,,,,,,,
