,Unnamed: 0,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,word_tokenized1,word_tokenized2,word_tokenized3,word_tokenized4,word_tokenized5,word_tokenized6,word_tokenized7,word_tokenized8,word_tokenized9,word_tokenized10,clean_words1,clean_words2,clean_words3,clean_words4,clean_words5,clean_words6,clean_words7,clean_words8,clean_words9,clean_words10,clean_stemmed1,clean_stemmed2,clean_stemmed3,clean_stemmed4,clean_stemmed5,clean_stemmed6,clean_stemmed7,clean_stemmed8,clean_stemmed9,clean_stemmed10,clean_lemmed1,clean_lemmed2,clean_lemmed3,clean_lemmed4,clean_lemmed5,clean_lemmed6,clean_lemmed7,clean_lemmed8,clean_lemmed9,clean_lemmed10,cluster
623,623,"Associate Professor of Educational Technologies, Project Manager and Social Manager of the service bdrp.ch",EducationCoachingFrenchPedagogical engineeringHigher educationProject management,"['•Respond to the initial and further training needs of teachers and encourage them to integrate the IT tool into their teaching, offering them differentiated courses, and involving them in the training process. Accomplishments: development and implementation of the CAS People MITIC Resources (http://www.pressmitic.ch/a-propos/); development and implementation of educational training (creation of cybersurvey, incentive websites, self-corrective exercises, electronic portfolios) or organizational (mindmapping, GTD, holistic management of its virtual workspace); support of institutions generalizing the use of MITIC means (TBI, 121,...), ', ""•Develop, implement and promote educational opportunities in information and communication technologies. Accomplishments: accompaniment-research on the integration of a student/tablet device in an institution (http://www.recherche1to1-hepl.ch), exploratory research on the exploitation of the e-Portfolio in the service of apprenticeships; participation in the development of the master plans for Vaudian pedagogical informatics; co-orientation of the teacher's MITIC repository."", '•Develop exchanges of teaching resources between teachers.  Achievements: animation and development of the Vaudian teacher resource bank (www.bdrp.ch); establishment and operation of a pooling of skills based on knowledge tree theory (Authier, A. & Lévy, P., 1992/2002), co-developing the free platform http://learnflow.ch/ui/home.', '•Use MITICs to encourage exchanges within an institution. Achievements: participation in the development of the new HEP site; support and supervision of the establishment of communication platforms for some 30 Vaud schools.']","•Respond to the initial and further training needs of teachers and encourage them to integrate the IT tool into their teaching, offering them differentiated courses, and involving them in the training process. Accomplishments: development and implementation of the CAS People MITIC Resources (http://www.pressmitic.ch/a-propos/); development and implementation of educational training (creation of cybersurvey, incentive websites, self-corrective exercises, electronic portfolios) or organizational (mindmapping, GTD, holistic management of its virtual workspace); support of institutions generalizing the use of MITIC means (TBI, 121,...), ","•Develop, implement and promote educational opportunities in information and communication technologies. Accomplishments: accompaniment-research on the integration of a student/tablet device in an institution (http://www.recherche1to1-hepl.ch), exploratory research on the exploitation of the e-Portfolio in the service of apprenticeships; participation in the development of the master plans for Vaudian pedagogical informatics; co-orientation of the teacher's MITIC repository.","•Develop exchanges of teaching resources between teachers.  Achievements: animation and development of the Vaudian teacher resource bank (www.bdrp.ch); establishment and operation of a pooling of skills based on knowledge tree theory (Authier, A. & Lévy, P., 1992/2002), co-developing the free platform http://learnflow.ch/ui/home.",•Use MITICs to encourage exchanges within an institution. Achievements: participation in the development of the new HEP site; support and supervision of the establishment of communication platforms for some 30 Vaud schools.,unknown,unknown,unknown,unknown,unknown,unknown,"['Respond', 'initial', 'training', 'needs', 'teachers', 'encourage', 'integrate', 'IT', 'tool', 'teaching', 'offering', 'differentiated', 'courses', 'involving', 'training', 'process', 'Accomplishments', 'development', 'implementation', 'CAS', 'People', 'MITIC', 'Resources', 'http', 'www', 'pressmitic', 'ch', 'propos', 'development', 'implementation', 'educational', 'training', 'creation', 'cybersurvey', 'incentive', 'websites', 'self', 'corrective', 'exercises', 'electronic', 'portfolios', 'organizational', 'mindmapping', 'GTD', 'holistic', 'management', 'virtual', 'workspace', 'support', 'institutions', 'generalizing', 'use', 'MITIC', 'means', 'TBI', '121']","['Develop', 'implement', 'promote', 'educational', 'opportunities', 'information', 'communication', 'technologies', 'Accomplishments', 'accompaniment', 'research', 'integration', 'student', 'tablet', 'device', 'institution', 'http', 'www', 'recherche1to1', 'hepl', 'ch', 'exploratory', 'research', 'exploitation', 'e', 'Portfolio', 'service', 'apprenticeships', 'participation', 'development', 'master', 'plans', 'Vaudian', 'pedagogical', 'informatics', 'co', 'orientation', 'teacher', 'MITIC', 'repository']","['Develop', 'exchanges', 'teaching', 'resources', 'teachers', 'Achievements', 'animation', 'development', 'Vaudian', 'teacher', 'resource', 'bank', 'www', 'bdrp', 'ch', 'establishment', 'operation', 'pooling', 'skills', 'based', 'knowledge', 'tree', 'theory', 'Authier', 'A', 'Lévy', 'P', '1992', '2002', 'co', 'developing', 'free', 'platform', 'http', 'learnflow', 'ch', 'ui', 'home']","['Use', 'MITICs', 'encourage', 'exchanges', 'within', 'institution', 'Achievements', 'participation', 'development', 'new', 'HEP', 'site', 'support', 'supervision', 'establishment', 'communication', 'platforms', '30', 'Vaud', 'schools']",[],[],[],[],[],[],"['Respond', 'initial', 'training', 'needs', 'teachers', 'encourage', 'integrate', 'IT', 'tool', 'teaching', 'offering', 'differentiated', 'courses', 'involving', 'training', 'process', 'Accomplishments', 'development', 'implementation', 'CAS', 'People', 'MITIC', 'Resources', 'http', 'www', 'pressmitic', 'ch', 'propos', 'development', 'implementation', 'educational', 'training', 'creation', 'cybersurvey', 'incentive', 'websites', 'self', 'corrective', 'exercises', 'electronic', 'portfolios', 'organizational', 'mindmapping', 'GTD', 'holistic', 'management', 'virtual', 'workspace', 'support', 'institutions', 'generalizing', 'use', 'MITIC', 'means', 'TBI', '121']","['Develop', 'implement', 'promote', 'educational', 'opportunities', 'information', 'communication', 'technologies', 'Accomplishments', 'accompaniment', 'research', 'integration', 'student', 'tablet', 'device', 'institution', 'http', 'www', 'recherche1to1', 'hepl', 'ch', 'exploratory', 'research', 'exploitation', 'e', 'Portfolio', 'service', 'apprenticeships', 'participation', 'development', 'master', 'plans', 'Vaudian', 'pedagogical', 'informatics', 'co', 'orientation', 'teacher', 'MITIC', 'repository']","['Develop', 'exchanges', 'teaching', 'resources', 'teachers', 'Achievements', 'animation', 'development', 'Vaudian', 'teacher', 'resource', 'bank', 'www', 'bdrp', 'ch', 'establishment', 'operation', 'pooling', 'skills', 'based', 'knowledge', 'tree', 'theory', 'Authier', 'A', 'Lévy', 'P', '1992', '2002', 'co', 'developing', 'free', 'platform', 'http', 'learnflow', 'ch', 'ui', 'home']","['Use', 'MITICs', 'encourage', 'exchanges', 'within', 'institution', 'Achievements', 'participation', 'development', 'new', 'HEP', 'site', 'support', 'supervision', 'establishment', 'communication', 'platforms', '30', 'Vaud', 'schools']",[],[],[],[],[],[],"['respond', 'initi', 'train', 'need', 'teacher', 'encourag', 'integr', 'it', 'tool', 'teach', 'offer', 'differenti', 'cours', 'involv', 'train', 'process', 'accomplish', 'develop', 'implement', 'ca', 'peopl', 'mitic', 'resourc', 'http', 'www', 'pressmit', 'ch', 'propo', 'develop', 'implement', 'educ', 'train', 'creation', 'cybersurvey', 'incent', 'websit', 'self', 'correct', 'exercis', 'electron', 'portfolio', 'organiz', 'mindmap', 'gtd', 'holist', 'manag', 'virtual', 'workspac', 'support', 'institut', 'gener', 'use', 'mitic', 'mean', 'tbi', '121']","['develop', 'implement', 'promot', 'educ', 'opportun', 'inform', 'commun', 'technolog', 'accomplish', 'accompani', 'research', 'integr', 'student', 'tablet', 'devic', 'institut', 'http', 'www', 'recherche1to1', 'hepl', 'ch', 'exploratori', 'research', 'exploit', 'e', 'portfolio', 'servic', 'apprenticeship', 'particip', 'develop', 'master', 'plan', 'vaudian', 'pedagog', 'informat', 'co', 'orient', 'teacher', 'mitic', 'repositori']","['develop', 'exchang', 'teach', 'resourc', 'teacher', 'achiev', 'anim', 'develop', 'vaudian', 'teacher', 'resourc', 'bank', 'www', 'bdrp', 'ch', 'establish', 'oper', 'pool', 'skill', 'base', 'knowledg', 'tree', 'theori', 'authier', 'a', 'lévi', 'p', '1992', '2002', 'co', 'develop', 'free', 'platform', 'http', 'learnflow', 'ch', 'ui', 'home']","['use', 'mitic', 'encourag', 'exchang', 'within', 'institut', 'achiev', 'particip', 'develop', 'new', 'hep', 'site', 'support', 'supervis', 'establish', 'commun', 'platform', '30', 'vaud', 'school']",[],[],[],[],[],[],"['Respond', 'initial', 'training', 'need', 'teacher', 'encourage', 'integrate', 'IT', 'tool', 'teaching', 'offering', 'differentiated', 'course', 'involving', 'training', 'process', 'Accomplishments', 'development', 'implementation', 'CAS', 'People', 'MITIC', 'Resources', 'http', 'www', 'pressmitic', 'ch', 'propos', 'development', 'implementation', 'educational', 'training', 'creation', 'cybersurvey', 'incentive', 'website', 'self', 'corrective', 'exercise', 'electronic', 'portfolio', 'organizational', 'mindmapping', 'GTD', 'holistic', 'management', 'virtual', 'workspace', 'support', 'institution', 'generalizing', 'use', 'MITIC', 'mean', 'TBI', '121']","['Develop', 'implement', 'promote', 'educational', 'opportunity', 'information', 'communication', 'technology', 'Accomplishments', 'accompaniment', 'research', 'integration', 'student', 'tablet', 'device', 'institution', 'http', 'www', 'recherche1to1', 'hepl', 'ch', 'exploratory', 'research', 'exploitation', 'e', 'Portfolio', 'service', 'apprenticeship', 'participation', 'development', 'master', 'plan', 'Vaudian', 'pedagogical', 'informatics', 'co', 'orientation', 'teacher', 'MITIC', 'repository']","['Develop', 'exchange', 'teaching', 'resource', 'teacher', 'Achievements', 'animation', 'development', 'Vaudian', 'teacher', 'resource', 'bank', 'www', 'bdrp', 'ch', 'establishment', 'operation', 'pooling', 'skill', 'based', 'knowledge', 'tree', 'theory', 'Authier', 'A', 'Lévy', 'P', '1992', '2002', 'co', 'developing', 'free', 'platform', 'http', 'learnflow', 'ch', 'ui', 'home']","['Use', 'MITICs', 'encourage', 'exchange', 'within', 'institution', 'Achievements', 'participation', 'development', 'new', 'HEP', 'site', 'support', 'supervision', 'establishment', 'communication', 'platform', '30', 'Vaud', 'school']",[],[],[],[],[],[],0
624,624,Legal Officer,Business LawContract LawContract NegotiationInternational Business LawIntellectual PropertyIT law,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
625,625,Assistant Master,Computer ScienceSoftware EngineeringSmart CardsLaTeXProgrammingAlgorithms,['Reading'],Reading,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,['Reading'],[],[],[],[],[],[],[],[],[],['Reading'],[],[],[],[],[],[],[],[],[],['read'],[],[],[],[],[],[],[],[],[],['Reading'],[],[],[],[],[],[],[],[],[],0
627,627,Web Developer,HTMLCSSJavaScriptPHPunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
629,629,IoT Engineer,Node-REDPrinted circuit designRaspberry PiEmbedded CArduinoDecoding sensors,['Skills : Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management'],Skills : Decoding sensors · PHP · JavaScript · Lorawan · IoT platforms management,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Decoding', 'sensors', 'PHP', 'JavaScript', 'Lorawan', 'IoT', 'platforms', 'management']",[],[],[],[],[],[],[],[],[],"['Skills', 'Decoding', 'sensors', 'PHP', 'JavaScript', 'Lorawan', 'IoT', 'platforms', 'management']",[],[],[],[],[],[],[],[],[],"['skill', 'decod', 'sensor', 'php', 'javascript', 'lorawan', 'iot', 'platform', 'manag']",[],[],[],[],[],[],[],[],[],"['Skills', 'Decoding', 'sensor', 'PHP', 'JavaScript', 'Lorawan', 'IoT', 'platform', 'management']",[],[],[],[],[],[],[],[],[],0
630,630,Treasurer,Python (Programming Language)SQLApache SparkMapReduceHadoopCloudera,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
632,632,Backend intern,JavaFlutterJavaScriptPython (programming language)C++Android Development,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
634,634,Business Intelligence Internal,TelecommunicationsMicrosoft WordStrategic planningBusiness intelligenceBig dataData analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2
635,635,Engineering Student,Artificial Intelligence (AI)Cellular CommunicationsSpring BootMongoDBC++Processing,['Skills : Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT)'],Skills : Artificial Intelligence (AI) · Cellular Communications · Spring Boot · MongoDB · Sensors · Node.js · Angular · Internet of Things (IoT),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Artificial', 'Intelligence', 'AI', 'Cellular', 'Communications', 'Spring', 'Boot', 'MongoDB', 'Sensors', 'Node', 'js', 'Angular', 'Internet', 'Things', 'IoT']",[],[],[],[],[],[],[],[],[],"['Skills', 'Artificial', 'Intelligence', 'AI', 'Cellular', 'Communications', 'Spring', 'Boot', 'MongoDB', 'Sensors', 'Node', 'js', 'Angular', 'Internet', 'Things', 'IoT']",[],[],[],[],[],[],[],[],[],"['skill', 'artifici', 'intellig', 'ai', 'cellular', 'commun', 'spring', 'boot', 'mongodb', 'sensor', 'node', 'js', 'angular', 'internet', 'thing', 'iot']",[],[],[],[],[],[],[],[],[],"['Skills', 'Artificial', 'Intelligence', 'AI', 'Cellular', 'Communications', 'Spring', 'Boot', 'MongoDB', 'Sensors', 'Node', 'j', 'Angular', 'Internet', 'Things', 'IoT']",[],[],[],[],[],[],[],[],[],0
636,636,Internal,Node.jsTeamworkSymfony FrameworkEnglishFlutterFirebase,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
637,637,Graduation Project,CybersecurityPython (Programming Language)LinuxRed TeamingWiresharkPenetration Testing,"['Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.', 'This solution provides real time monitoring and alerting in case of southden and unexpected event.']","Design, implementation and establishment of data visualization and automated supervision system for the states of the production lines using ELK Stack.",This solution provides real time monitoring and alerting in case of southden and unexpected event.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Design', 'implementation', 'establishment', 'data', 'visualization', 'automated', 'supervision', 'system', 'states', 'production', 'lines', 'using', 'ELK', 'Stack']","['This', 'solution', 'provides', 'real', 'time', 'monitoring', 'alerting', 'case', 'southden', 'unexpected', 'event']",[],[],[],[],[],[],[],[],"['Design', 'implementation', 'establishment', 'data', 'visualization', 'automated', 'supervision', 'system', 'states', 'production', 'lines', 'using', 'ELK', 'Stack']","['This', 'solution', 'provides', 'real', 'time', 'monitoring', 'alerting', 'case', 'southden', 'unexpected', 'event']",[],[],[],[],[],[],[],[],"['design', 'implement', 'establish', 'data', 'visual', 'autom', 'supervis', 'system', 'state', 'product', 'line', 'use', 'elk', 'stack']","['thi', 'solut', 'provid', 'real', 'time', 'monitor', 'alert', 'case', 'southden', 'unexpect', 'event']",[],[],[],[],[],[],[],[],"['Design', 'implementation', 'establishment', 'data', 'visualization', 'automated', 'supervision', 'system', 'state', 'production', 'line', 'using', 'ELK', 'Stack']","['This', 'solution', 'provides', 'real', 'time', 'monitoring', 'alerting', 'case', 'southden', 'unexpected', 'event']",[],[],[],[],[],[],[],[],0
638,638,Integration Consultant,Spring SecuritySpring MVCDockerAngularJSJuneMaven,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
639,639,Junior Consultant,AutomationManual TestingSustainabilityPython (Programming Language)Battery Electric Vehicle (BEV)Battery Management Systems,['Skills : Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing'],Skills : Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Automation', 'Manual', 'Testing', 'Python', 'Programming', 'Language', 'Battery', 'Electric', 'Vehicle', 'BEV', 'Battery', 'Management', 'Systems', 'Jira', 'Jenkins', 'ECU', 'Test', 'Automotive', 'testing']",[],[],[],[],[],[],[],[],[],"['Skills', 'Automation', 'Manual', 'Testing', 'Python', 'Programming', 'Language', 'Battery', 'Electric', 'Vehicle', 'BEV', 'Battery', 'Management', 'Systems', 'Jira', 'Jenkins', 'ECU', 'Test', 'Automotive', 'testing']",[],[],[],[],[],[],[],[],[],"['skill', 'autom', 'manual', 'test', 'python', 'program', 'languag', 'batteri', 'electr', 'vehicl', 'bev', 'batteri', 'manag', 'system', 'jira', 'jenkin', 'ecu', 'test', 'automot', 'test']",[],[],[],[],[],[],[],[],[],"['Skills', 'Automation', 'Manual', 'Testing', 'Python', 'Programming', 'Language', 'Battery', 'Electric', 'Vehicle', 'BEV', 'Battery', 'Management', 'Systems', 'Jira', 'Jenkins', 'ECU', 'Test', 'Automotive', 'testing']",[],[],[],[],[],[],[],[],[],0
