,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
526,CTI Analyst,"['Python (programming language)', 'Psychology', 'Scrapy Framework', 'Data grating', 'Extraction of web content', 'Cyber Threat Intelligence (CTI)']",['unknown'],unknown,,,,,,,,,
527,Pre-sals Engineer,"['MySQL', 'SQL', 'Java', 'Symantec Endpoint Protection', 'Proxys Bluecoat', 'unknown']","['- Qualification of customer need', ""- Placing POCs (Security & Network) to show the relevance of ARROW's solutions adapted to the needs of each Partner/client."", '- Support to the commercial teams (BDM, Inside Sales) of ARROW in the development and construction of offers', '- Marketing support to be built at technical level', '- Active participation in the establishment of ARROW seminars or other marketing events to promote the commercial and technical added value of ARROW ', '- Maintenance of the manufacturer/ARROW relationship on the technical side', '- Support for the creation of product sheets, ARROW marketing documents, in collaboration with Brand Manager', '- Communication and development of a relationship with the technical teams of our customer partners and manufacturers/publishers', '- Maintenance of the required level of certification according to the strategic axes produced by ARROW', '- Technology Watch', '- Animation of the ARROW customer network by participating/organising technical actions in pairs with our commercial teams.']",- Qualification of customer need,- Placing POCs (Security & Network) to show the relevance of ARROW's solutions adapted to the needs of each Partner/client.,"- Support to the commercial teams (BDM, Inside Sales) of ARROW in the development and construction of offers",- Marketing support to be built at technical level,- Active participation in the establishment of ARROW seminars or other marketing events to promote the commercial and technical added value of ARROW ,- Maintenance of the manufacturer/ARROW relationship on the technical side,"- Support for the creation of product sheets, ARROW marketing documents, in collaboration with Brand Manager",- Communication and development of a relationship with the technical teams of our customer partners and manufacturers/publishers,- Maintenance of the required level of certification according to the strategic axes produced by ARROW,- Technology Watch
528,Network and Technical Support Engineer,"['SIP Trunking', 'VPN MPLS', 'Bridge/NAT', 'network nodes configuration', 'Digital Subscriber Line Access Multiplexer (DSLAM)', 'Stress Management']",['Skills: SIP Trunking · MPLS VPN · Bridge/NAT · networks nodes configuration · Digital Subscriber Line Access Multiplexer (DSLAM) · Stress Management · Communication · Routing Protocols'],Skills: SIP Trunking · MPLS VPN · Bridge/NAT · networks nodes configuration · Digital Subscriber Line Access Multiplexer (DSLAM) · Stress Management · Communication · Routing Protocols,,,,,,,,,
529,Network architect ,"['Cisco Technologies', 'Network Security', 'Networking', 'Virtualization', 'Cloud Computing', 'TCP/IP']",['unknown'],unknown,,,,,,,,,
530,DevSecOps Engineer,"['Computer security', 'Java', 'Software development', 'Event and security information management', 'Java Enterprise Edition', 'Security Information and Event Management (SIEM)']",['unknown'],unknown,,,,,,,,,
531,Security Network Consultant N3,"['Network security', 'Cloud security', 'Network administration', 'Security', 'Firewalls', 'TCP/IP']",['unknown'],unknown,,,,,,,,,
532,Security Delivery Senior Analyst,"['Network Security', 'Cisco IOS', 'Palo Alto Networks', 'Firewalls', 'Systems Administrator', 'Research']",['unknown'],unknown,,,,,,,,,
533,Senior DevOps Engineer,"['Amazon Web Services (AWS)', 'Ansible', 'C (Programming Language)', 'SQL', 'python', 'Git']",['Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization'],Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization,,,,,,,,,
534,Network Security Engineer,"['Linux', 'Networking', 'Cisco Technologies', 'Open Shortest Path First (OSPF)', 'Network security', 'WAN']",['unknown'],unknown,,,,,,,,,
535,N2 Security Support Engineer ,"['Java', 'Matlab', 'Linux', 'Network Security', 'IT Audit', 'Database Administration']","['Within the executive B2B division, SFR needs in-depth expertise on several manufacturers.', '', 'With the TSC (Technical Support Center) my main missions consist in:', '', ' - Ensure the qualification and diagnosis of incidents related to service platforms (remote or on customer site)', '', ' - Provide reactive support services on customer infrastructure under maintenance contract', '', '- Resolving incidents while respecting SLAs', '', '- Development of models in the context of incident management', '', '- Intervention with customers with on-site assistance', '', '- Participation in the standby service', '', 'Security expertise: Checkpoint, Fortinet, F5.']","Within the executive B2B division, SFR needs in-depth expertise on several manufacturers.",,With the TSC (Technical Support Center) my main missions consist in:,, - Ensure the qualification and diagnosis of incidents related to service platforms (remote or on customer site),, - Provide reactive support services on customer infrastructure under maintenance contract,,- Resolving incidents while respecting SLAs,
536,Network and Security Consultant ,"['Network Security', 'Information Security', 'Web Application Security', 'Network Administration', 'Cloud Computing', 'Virtualization']","['• Network and Firewall Administration: FortiGate; ', '• Email server security via anti-spam solutions: MailInBlack; ', '• Vulnerability analysis and detection: Tenable SC, Nessus, FortiAnayzer; ', '• Management and assurance of the high availability of services via Backup and Replication solutions;', '• Virtualization: VMware, Hyper-V; ', '• Continuous and periodic audit of solutions; ', '• Team meeting and organization of projects; ', '• Preparation of revenue sheets and investigation.']",• Network and Firewall Administration: FortiGate; ,• Email server security via anti-spam solutions: MailInBlack; ,"• Vulnerability analysis and detection: Tenable SC, Nessus, FortiAnayzer; ",• Management and assurance of the high availability of services via Backup and Replication solutions;,"• Virtualization: VMware, Hyper-V; ",• Continuous and periodic audit of solutions; ,• Team meeting and organization of projects; ,• Preparation of revenue sheets and investigation.,,
537,Network and Security Consultant,"['Networking', 'System Administration', 'Network Design', 'Telecommunications', 'Routing', 'TCP/IP']",['unknown'],unknown,,,,,,,,,
538,Information System Security Engineer,"['Network security', 'Fortinet', 'ISO 27005', 'Ethical Hacking', 'Incident Management', 'Penetration Testing']","['-Operation of technical platforms of information security', '-Maintenance and evolution of technical platforms for information security', '-Monitoring and response to alerts related to information security', '-Monitoring compliance with standards and good security practices', '-Operation and maintenance of infrastructures and security components: AV, IDS / IPS, proxies, WAF, etc.', '-Tuning and monitoring of security alerts', '- Technical audit:', '-Vulnerability scans', '-Intrusion tests', '-Source audit code', '-Vulnerability management and hardening of systems', '-Management of information security incidents', '-Implement controls, processes and tools to comply with information security policies and best practices', '-Contribution in business projects, particularly on the security side', '-Continued improvement of IS security', '-Permanent technology watch']",-Operation of technical platforms of information security,-Maintenance and evolution of technical platforms for information security,-Monitoring and response to alerts related to information security,-Monitoring compliance with standards and good security practices,"-Operation and maintenance of infrastructures and security components: AV, IDS / IPS, proxies, WAF, etc.",-Tuning and monitoring of security alerts,- Technical audit:,-Vulnerability scans,-Intrusion tests,-Source audit code
539,Azure Engineer,"['Cloud Computing', 'Cloud Applications', 'Enterprise Mobility', 'Networking', 'Microsoft Azure', 'System administration']",['Skills: Microsoft Azure'],Skills: Microsoft Azure,,,,,,,,,
540,Assistant Manager,"['Web Application Security', 'SQL', 'Project Management', 'System Administration', 'Information Security', 'ISO 27001']","['Cyber security compliance ', 'Cyber security assessment', 'ISMS implementation', 'Risk management', 'Technology Risk', 'Business continuity management', 'Audit']",Cyber security compliance ,Cyber security assessment,ISMS implementation,Risk management,Technology Risk,Business continuity management,Audit,,,
541,Provider: Senior Cybersecurity Consultant ,"['Intrusion test', 'IT audit', 'Cybersecurity', 'unknown', 'unknown', 'unknown']","['Validated missions of:', 'Audit /Pentesting / Cybersecurity Operation / Vulnerabilities Assessment/ SOC']",Validated missions of:,Audit /Pentesting / Cybersecurity Operation / Vulnerabilities Assessment/ SOC,,,,,,,,
